member_id,branch_id,plan_id,expiring_payment_id,expiry_date,renewed,observable
M04304,B05,P4,PAY010118,2026-03-27,1,1
M04305,B05,P2,PAY004305,2025-01-22,1,1
M04305,B05,P2,PAY005616,2025-02-26,0,1
M04306,B05,P2,PAY004306,2025-01-27,1,1
M04306,B05,P2,PAY005759,2025-02-24,1,1
M04306,B05,P3,PAY006431,2025-06-04,1,1
M04306,B05,P3,PAY008435,2025-09-10,1,1
M04306,B05,P3,PAY009900,2025-12-20,1,1
M04306,B05,P3,PAY011164,2026-03-29,0,1
M04307,B05,P2,PAY004307,2025-01-03,1,1
M04307,B05,P2,PAY005020,2025-02-07,1,1
M04307,B05,P2,PAY006004,2025-03-07,1,1
M04307,B05,P2,PAY006722,2025-04-05,0,1
M04308,B05,P4,PAY004308,2025-03-24,1,1
M04308,B05,P4,PAY007107,2025-09-24,1,1
M04308,B05,P4,PAY010096,2026-03-27,1,1
M04309,B05,P1,PAY004309,2025-01-30,0,1
M04310,B05,P1,PAY004310,2025-01-05,0,1
M04311,B05,P3,PAY004311,2025-02-24,1,1
M04311,B05,P3,PAY006432,2025-05-28,1,1
M04311,B05,P3,PAY008330,2025-09-05,1,1
M04311,B05,P3,PAY009841,2025-12-04,0,1
M04312,B05,P1,PAY004312,2025-01-08,1,1
M04312,B05,P1,PAY005158,2025-02-19,1,1
M04312,B05,P1,PAY006299,2025-03-23,1,1
M04312,B05,P1,PAY007084,2025-04-22,1,1
M04312,B05,P1,PAY007683,2025-05-28,1,1
M04312,B05,P1,PAY008331,2025-06-27,1,1
M04312,B05,P1,PAY008796,2025-07-29,0,1
M04313,B05,P1,PAY004313,2025-01-10,1,1
M04313,B05,P1,PAY005229,2025-02-12,1,1
M04313,B05,P1,PAY006130,2025-03-21,1,1
M04313,B05,P1,PAY007036,2025-04-19,0,1
M04314,B05,P5,PAY004314,2025-02-21,1,1
M04314,B05,P5,PAY006352,2026-02-18,1,1
M04315,B05,P3,PAY004315,2025-03-19,1,1
M04315,B05,P3,PAY006985,2025-06-14,0,1
M04316,B05,P4,PAY004316,2025-05-22,1,1
M04316,B05,P4,PAY008229,2025-11-20,1,1
M04316,B05,P4,PAY010816,2026-05-24,1,1
M04317,B05,P1,PAY004317,2025-01-13,0,1
M04318,B05,P1,PAY004318,2025-01-13,0,1
M04319,B05,P3,PAY004319,2025-01-03,1,1
M04319,B05,P4,PAY005021,2025-06-29,0,1
M04320,B05,P2,PAY004320,2025-01-06,1,1
M04320,B05,P2,PAY005106,2025-02-01,1,1
M04320,B05,P1,PAY005879,2025-02-28,1,1
M04320,B05,P1,PAY006563,2025-04-10,1,1
M04320,B05,P1,PAY007432,2025-05-08,1,1
M04320,B05,P1,PAY007995,2025-06-12,0,1
M04321,B05,P4,PAY004321,2025-03-27,1,1
M04321,B05,P4,PAY007165,2025-09-22,1,1
M04321,B05,P1,PAY010066,2025-11-03,0,1
M04322,B05,P3,PAY004322,2025-02-15,0,1
M04323,B05,P5,PAY004323,2025-09-06,0,1
M04324,B05,P2,PAY004324,2025-01-24,1,1
M04324,B05,P2,PAY005667,2025-02-28,1,1
M04324,B05,P2,PAY006564,2025-04-05,1,1
M04324,B05,P2,PAY007323,2025-05-15,1,1
M04324,B05,P2,PAY008121,2025-06-22,1,1
M04324,B05,P2,PAY008713,2025-07-29,1,1
M04324,B05,P1,PAY009345,2025-08-28,1,1
M04324,B05,P1,PAY009742,2025-09-30,1,1
M04324,B05,P1,PAY010189,2025-11-03,1,1
M04324,B05,P1,PAY010604,2025-12-07,1,1
M04324,B05,P1,PAY011030,2026-01-08,1,1
M04324,B05,P1,PAY011389,2026-02-12,0,1
M04325,B05,P4,PAY004325,2025-03-27,1,1
M04325,B05,P1,PAY007166,2025-05-04,0,1
M04326,B05,P1,PAY004326,2025-01-15,1,1
M04326,B05,P1,PAY005401,2025-02-26,1,1
M04326,B05,P1,PAY006471,2025-04-06,1,1
M04326,B05,P5,PAY007344,2026-04-05,0,1
M04327,B05,P1,PAY004327,2025-01-05,1,1
M04327,B05,P1,PAY005080,2025-02-05,1,1
M04327,B05,P1,PAY005962,2025-03-04,1,1
M04327,B05,P1,PAY006654,2025-04-09,0,1
M04328,B05,P2,PAY004328,2025-01-09,1,1
M04328,B05,P2,PAY005193,2025-02-11,0,1
M04329,B05,P1,PAY004329,2025-01-07,1,1
M04329,B05,P1,PAY005129,2025-02-16,1,1
M04329,B05,P1,PAY006220,2025-03-12,1,1
M04329,B05,P1,PAY006827,2025-04-16,1,1
M04329,B05,P1,PAY007558,2025-05-22,1,1
M04329,B05,P4,PAY008230,2025-11-19,1,1
M04329,B05,P4,PAY010808,2026-05-29,0,1
M04330,B05,P3,PAY004330,2025-02-25,0,1
M04331,B05,P5,PAY004331,2025-07-24,0,1
M04332,B05,P2,PAY004332,2025-01-03,1,1
M04332,B05,P2,PAY005022,2025-01-31,1,1
M04332,B05,P2,PAY005865,2025-02-28,1,1
M04332,B05,P2,PAY006565,2025-04-06,1,1
M04332,B05,P2,PAY007345,2025-05-16,0,1
M04333,B05,P1,PAY004333,2025-01-02,0,1
M04334,B05,P1,PAY004334,2025-01-06,1,1
M04334,B05,P1,PAY005107,2025-02-14,1,1
M04334,B05,P1,PAY006186,2025-03-11,1,1
M04334,B05,P1,PAY006810,2025-04-14,0,1
M04335,B05,P1,PAY004335,2025-01-30,0,1
M04336,B05,P2,PAY004336,2025-01-06,0,1
M04337,B05,P4,PAY004337,2025-05-06,1,1
M04337,B05,P4,PAY007958,2025-11-15,1,1
M04337,B05,P4,PAY010756,2026-05-14,0,1
M04338,B05,P1,PAY004338,2025-01-03,1,1
M04338,B05,P1,PAY005023,2025-02-01,1,1
M04338,B05,P1,PAY005880,2025-03-05,1,1
M04338,B05,P1,PAY006682,2025-04-06,1,1
M04338,B05,P1,PAY007346,2025-05-07,1,1
M04338,B05,P1,PAY007977,2025-06-04,1,1
M04338,B05,P1,PAY008436,2025-07-07,1,1
M04338,B05,P1,PAY008958,2025-08-17,1,1
M04338,B05,P1,PAY009583,2025-09-27,1,1
M04338,B05,P1,PAY010135,2025-11-02,1,1
M04338,B05,P1,PAY010595,2025-12-11,1,1
M04338,B05,P3,PAY011074,2026-03-20,0,1
M04339,B05,P1,PAY004339,2025-01-29,0,1
M04340,B05,P2,PAY004340,2025-01-20,1,1
M04340,B05,P1,PAY005546,2025-02-24,1,1
M04340,B05,P1,PAY006433,2025-03-21,1,1
M04340,B05,P3,PAY007037,2025-06-16,1,1
M04340,B05,P4,PAY008625,2025-12-21,0,1
M04341,B05,P3,PAY004341,2025-02-01,1,1
M04341,B05,P3,PAY005881,2025-05-08,1,1
M04341,B05,P3,PAY007996,2025-08-12,1,1
M04341,B05,P3,PAY009524,2025-11-20,1,1
M04341,B05,P3,PAY010817,2026-02-20,1,1
M04341,B05,P1,PAY011939,2026-04-01,1,1
M04342,B05,P4,PAY004342,2025-03-24,1,1
M04342,B05,P4,PAY007108,2025-09-28,1,1
M04342,B05,P4,PAY010147,2026-03-23,1,1
M04343,B05,P3,PAY004343,2025-03-10,1,1
M04343,B05,P3,PAY006788,2025-06-14,1,1
M04343,B05,P3,PAY008590,2025-09-16,1,1
M04343,B05,P3,PAY009982,2025-12-25,0,1
M04344,B05,P2,PAY004344,2025-01-27,0,1
M04345,B05,P1,PAY004345,2025-01-12,1,1
M04345,B05,P1,PAY005301,2025-02-11,1,1
M04345,B05,P1,PAY006105,2025-03-18,1,1
M04345,B05,P1,PAY006951,2025-04-23,0,1
M04346,B05,P1,PAY004346,2025-01-08,0,1
M04347,B05,P1,PAY004347,2025-01-12,1,1
M04347,B05,P1,PAY005302,2025-02-07,1,1
M04347,B05,P1,PAY006005,2025-03-16,1,1
M04347,B05,P3,PAY006917,2025-06-13,0,1
M04348,B05,P3,PAY004348,2025-02-22,1,1
M04348,B05,P3,PAY006380,2025-06-04,1,1
M04348,B05,P3,PAY008437,2025-09-04,1,1
M04348,B05,P3,PAY009821,2025-12-13,0,1
M04349,B05,P5,PAY004349,2025-08-18,0,1
M04350,B05,P5,PAY004350,2025-12-07,1,1
M04350,B05,P2,PAY011031,2026-01-17,0,1
M04351,B05,P3,PAY004351,2025-01-14,1,1
M04351,B05,P3,PAY005372,2025-04-13,0,1
M04352,B05,P2,PAY004352,2025-01-24,1,1
M04352,B05,P2,PAY005668,2025-02-28,0,1
M04353,B05,P2,PAY004353,2025-01-10,1,1
M04353,B05,P2,PAY005230,2025-02-12,0,1
M04354,B05,P2,PAY004354,2025-01-27,1,1
M04354,B05,P2,PAY005760,2025-02-28,1,1
M04354,B05,P2,PAY006566,2025-04-09,1,1
M04354,B05,P2,PAY007400,2025-05-05,0,1
M04355,B05,P1,PAY004355,2025-01-21,1,1
M04355,B05,P1,PAY005586,2025-02-28,0,1
M04356,B05,P1,PAY004356,2025-01-20,1,1
M04356,B05,P1,PAY005547,2025-02-19,1,1
M04356,B05,P1,PAY006300,2025-03-15,0,1
M04357,B05,P5,PAY004357,2025-07-30,0,1
M04358,B05,P1,PAY004358,2025-01-09,1,1
M04358,B05,P1,PAY005194,2025-02-09,0,1
M04359,B05,P4,PAY004359,2025-01-23,1,1
M04359,B05,P4,PAY005639,2025-07-30,1,1
M04359,B05,P4,PAY009366,2026-02-03,0,1
M04360,B05,P4,PAY004360,2025-06-01,1,1
M04360,B05,P4,PAY008374,2025-12-07,1,1
M04360,B05,P4,PAY011032,2026-06-13,0,1
M04361,B05,P1,PAY004361,2025-01-16,1,1
M04361,B05,P3,PAY005428,2025-04-16,1,1
M04361,B05,P3,PAY007559,2025-07-25,1,1
M04361,B05,P3,PAY009272,2025-10-27,1,1
M04361,B05,P3,PAY010536,2026-02-03,0,1
M04362,B05,P1,PAY004362,2025-01-14,1,1
M04362,B05,P1,PAY005373,2025-02-21,1,1
M04362,B05,P1,PAY006353,2025-03-27,1,1
M04362,B05,P1,PAY007167,2025-04-22,0,1
M04363,B05,P2,PAY004363,2025-01-26,1,1
M04363,B05,P2,PAY005723,2025-02-28,1,1
M04363,B05,P2,PAY006567,2025-03-26,0,1
M04364,B05,P1,PAY004364,2025-01-03,1,1
M04364,B05,P1,PAY005024,2025-02-03,0,1
M04365,B05,P1,PAY004365,2025-01-19,1,1
M04365,B05,P1,PAY005523,2025-02-15,1,1
M04365,B05,P1,PAY006206,2025-03-18,1,1
M04365,B05,P1,PAY006952,2025-04-16,1,1
M04365,B05,P1,PAY007560,2025-05-20,0,1
M04366,B05,P5,PAY004366,2025-07-07,1,1
M04366,B05,P1,PAY008959,2025-08-08,0,1
M04367,B05,P1,PAY004367,2025-01-15,1,1
M04367,B05,P1,PAY005402,2025-02-19,1,1
M04367,B05,P1,PAY006301,2025-03-14,1,1
M04367,B05,P1,PAY006875,2025-04-10,1,1
M04367,B05,P1,PAY007433,2025-05-11,0,1
M04368,B05,P3,PAY004368,2025-01-29,1,1
M04368,B05,P3,PAY005820,2025-04-24,1,1
M04368,B05,P5,PAY007727,2026-04-26,1,1
M04369,B05,P1,PAY004369,2025-01-15,1,1
M04369,B05,P1,PAY005403,2025-02-11,0,1
M04370,B05,P3,PAY004370,2025-03-10,1,1
M04370,B05,P3,PAY006789,2025-06-15,1,1
M04370,B05,P3,PAY008608,2025-09-16,0,1
M04371,B05,P1,PAY004371,2025-01-24,0,1
M04372,B05,P1,PAY004372,2025-01-02,0,1
M04373,B05,P2,PAY004373,2025-01-08,1,1
M04373,B05,P2,PAY005159,2025-02-05,1,1
M04373,B05,P2,PAY005963,2025-03-08,1,1
M04373,B05,P2,PAY006752,2025-04-11,1,1
M04373,B05,P1,PAY007458,2025-05-21,1,1
M04373,B05,P1,PAY008213,2025-06-26,1,1
M04373,B05,P1,PAY008777,2025-07-23,1,1
M04373,B05,P1,PAY009234,2025-08-27,1,1
M04373,B05,P1,PAY009729,2025-09-27,0,1
M04374,B05,P5,PAY004374,2025-09-28,1,1
M04374,B05,P4,PAY010148,2026-03-29,0,1
M04375,B05,P1,PAY004375,2025-01-30,1,1
M04375,B05,P1,PAY005857,2025-02-28,1,1
M04375,B05,P1,PAY006568,2025-03-25,1,1
M04375,B05,P1,PAY007126,2025-04-30,1,1
M04375,B05,P1,PAY007854,2025-05-28,1,1
M04375,B05,P1,PAY008332,2025-06-23,1,1
M04375,B05,P1,PAY008727,2025-07-23,1,1
M04375,B05,P1,PAY009235,2025-08-19,0,1
M04376,B05,P2,PAY004376,2025-01-19,0,1
M04377,B05,P2,PAY004377,2025-01-07,0,1
M04378,B05,P2,PAY004378,2025-01-17,1,1
M04378,B05,P2,PAY005458,2025-02-24,0,1
M04379,B05,P1,PAY004379,2025-01-20,1,1
M04379,B05,P1,PAY005548,2025-02-22,1,1
M04379,B05,P1,PAY006381,2025-04-04,1,1
M04379,B05,P1,PAY007300,2025-05-05,1,1
M04379,B05,P1,PAY007944,2025-06-16,0,1
M04380,B05,P3,PAY004380,2025-01-23,0,1
M04381,B05,P3,PAY004381,2025-01-04,1,1
M04381,B05,P3,PAY005052,2025-04-13,1,1
M04381,B05,P3,PAY007502,2025-07-22,1,1
M04381,B05,P1,PAY009211,2025-08-27,1,1
M04381,B05,P1,PAY009730,2025-10-01,0,1
M04382,B05,P3,PAY004382,2025-03-21,1,1
M04382,B05,P3,PAY007038,2025-06-17,1,1
M04382,B05,P3,PAY008640,2025-09-12,1,1
M04382,B05,P3,PAY009925,2025-12-09,1,1
M04382,B05,P3,PAY011054,2026-03-06,0,1
M04383,B05,P4,PAY004383,2025-01-19,1,1
M04383,B05,P4,PAY005524,2025-07-27,1,1
M04383,B05,P4,PAY009306,2026-01-31,1,1
M04384,B05,P1,PAY004384,2025-01-15,1,1
M04384,B05,P1,PAY005404,2025-02-21,1,1
M04384,B05,P1,PAY006354,2025-04-02,1,1
M04384,B05,P1,PAY007251,2025-05-06,0,1
M04385,B05,P2,PAY004385,2025-01-27,1,1
M04385,B05,P1,PAY005761,2025-03-06,1,1
M04385,B05,P1,PAY006703,2025-04-09,1,1
M04385,B05,P1,PAY007401,2025-05-12,0,1
M04386,B05,P2,PAY004386,2025-01-18,1,1
M04386,B05,P2,PAY005489,2025-02-28,0,1
M04387,B05,P1,PAY004387,2025-02-01,1,1
M04387,B05,P1,PAY005882,2025-02-28,1,1
M04387,B05,P2,PAY006569,2025-04-09,1,1
M04387,B05,P4,PAY007402,2025-10-05,1,1
M04387,B05,P4,PAY010250,2026-04-06,0,1
M04388,B05,P2,PAY004388,2025-02-26,1,1
M04388,B05,P2,PAY006472,2025-03-22,1,1
M04388,B05,P2,PAY007061,2025-05-01,0,1
M04389,B05,P5,PAY004389,2026-01-09,1,1
M04389,B05,P2,PAY011404,2026-02-05,1,1
M04389,B05,P2,PAY011735,2026-02-28,0,1
M04390,B05,P1,PAY004390,2025-02-13,1,1
M04390,B05,P1,PAY006154,2025-03-15,1,1
M04390,B05,P1,PAY006891,2025-04-22,0,1
M04391,B05,P4,PAY004391,2025-07-23,0,1
M04392,B05,P1,PAY004392,2025-02-23,1,1
M04392,B05,P1,PAY006407,2025-04-05,0,1
M04393,B05,P2,PAY004393,2025-02-23,0,1
M04394,B05,P4,PAY004394,2025-07-23,1,1
M04394,B05,P4,PAY009236,2026-01-22,1,1
M04395,B05,P2,PAY004395,2025-02-22,1,1
M04395,B05,P1,PAY006382,2025-04-02,1,1
M04395,B05,P1,PAY007252,2025-04-29,1,1
M04395,B05,P1,PAY007814,2025-06-07,1,1
M04395,B05,P1,PAY008489,2025-07-12,1,1
M04396,B05,P5,PAY004396,2026-01-07,0,1
M04397,B05,P2,PAY004397,2025-02-25,1,1
M04397,B05,P2,PAY006460,2025-04-07,0,1
M04398,B05,P3,PAY004398,2025-04-24,1,1
M04398,B05,P3,PAY007728,2025-08-03,1,1
M04398,B05,P3,PAY009413,2025-11-11,0,1
M04399,B05,P3,PAY004399,2025-04-02,1,1
M04399,B05,P3,PAY007253,2025-06-29,1,1
M04399,B05,P3,PAY008830,2025-10-03,1,1
M04399,B05,P3,PAY010224,2026-01-01,0,1
M04400,B05,P5,PAY004400,2026-01-30,1,1
M04400,B05,P2,PAY011672,2026-03-06,1,1
M04400,B05,P2,PAY012148,2026-04-13,1,1
M04400,B05,P2,PAY012663,2026-05-18,1,1
M04400,B05,P2,PAY013118,2026-06-18,1,0
M04401,B05,P3,PAY004401,2025-04-16,0,1
M04402,B05,P4,PAY004402,2025-07-25,1,1
M04402,B05,P4,PAY009273,2026-01-29,0,1
M04403,B05,P4,PAY004403,2025-07-29,1,1
M04403,B05,P4,PAY009346,2026-02-02,0,1
M04404,B05,P5,PAY004404,2026-01-08,0,1
M04405,B05,P5,PAY004405,2026-01-28,1,1
M04406,B05,P1,PAY004406,2025-02-24,1,1
M04406,B05,P1,PAY006434,2025-03-25,1,1
M04406,B05,P1,PAY007127,2025-04-24,1,1
M04406,B05,P5,PAY007729,2026-04-27,1,1
M04407,B05,P5,PAY004407,2026-01-15,1,1
M04408,B05,P3,PAY004408,2025-04-02,1,1
M04408,B05,P3,PAY007254,2025-07-09,1,1
M04408,B05,P4,PAY008989,2026-01-04,1,1
M04409,B05,P3,PAY004409,2025-04-12,0,1
M04410,B05,P1,PAY004410,2025-02-15,0,1
M04411,B05,P1,PAY004411,2025-02-28,1,1
M04411,B05,P1,PAY006570,2025-04-11,0,1
M04412,B05,P3,PAY004412,2025-04-26,0,1
M04413,B05,P1,PAY004413,2025-02-07,1,1
M04413,B05,P1,PAY006006,2025-03-12,0,1
M04414,B05,P4,PAY004414,2025-07-26,1,1
M04414,B05,P4,PAY009288,2026-01-23,0,1
M04415,B05,P1,PAY004415,2025-02-08,1,1
M04415,B05,P1,PAY006028,2025-03-17,1,1
M04415,B05,P1,PAY006936,2025-04-19,1,1
M04415,B05,P3,PAY007619,2025-07-22,1,1
M04415,B05,P3,PAY009212,2025-10-18,0,1
M04416,B05,P3,PAY004416,2025-04-16,0,1
M04417,B05,P4,PAY004417,2025-07-08,1,1
M04417,B05,P4,PAY008971,2026-01-05,0,1
M04418,B05,P3,PAY004418,2025-04-17,1,1
M04418,B05,P3,PAY007581,2025-07-20,1,1
M04418,B05,P3,PAY009185,2025-10-25,1,1
M04418,B05,P3,PAY010503,2026-01-30,1,1
M04418,B05,P3,PAY011673,2026-04-30,1,1
M04419,B05,P4,PAY004419,2025-07-18,1,1
M04419,B05,P4,PAY009149,2026-01-27,1,1
M04420,B05,P3,PAY004420,2025-04-05,0,1
M04421,B05,P3,PAY004421,2025-04-14,0,1
M04422,B05,P3,PAY004422,2025-04-03,1,1
M04422,B05,P3,PAY007278,2025-07-05,1,1
M04422,B05,P3,PAY008933,2025-10-07,1,1
M04422,B05,P3,PAY010267,2026-01-13,1,1
M04422,B05,P3,PAY011454,2026-04-24,0,1
M04423,B05,P1,PAY004423,2025-02-20,1,1
M04423,B05,P1,PAY006326,2025-03-20,1,1
M04423,B05,P1,PAY007009,2025-04-16,1,1
M04423,B05,P1,PAY007561,2025-05-22,1,1
M04423,B05,P1,PAY008231,2025-06-22,0,1
M04424,B05,P3,PAY004424,2025-04-29,0,1
M04425,B05,P3,PAY004425,2025-04-14,1,1
M04425,B05,P3,PAY007520,2025-07-14,0,1
M04426,B05,P2,PAY004426,2025-02-19,0,1
M04427,B05,P1,PAY004427,2025-02-20,1,1
M04427,B05,P1,PAY006327,2025-03-19,1,1
M04427,B05,P1,PAY006986,2025-04-20,1,1
M04427,B05,P1,PAY007636,2025-05-18,1,1
M04427,B05,P1,PAY008169,2025-06-15,1,1
M04427,B05,P1,PAY008609,2025-07-12,1,1
M04427,B05,P1,PAY009046,2025-08-18,1,1
M04427,B05,P3,PAY009599,2025-11-28,1,1
M04427,B05,P3,PAY010908,2026-03-06,0,1
M04428,B05,P1,PAY004428,2025-02-10,0,1
M04429,B05,P2,PAY004429,2025-02-28,1,1
M04429,B05,P2,PAY006571,2025-04-09,1,1
M04429,B05,P2,PAY007403,2025-05-15,0,1
M04430,B05,P4,PAY004430,2025-07-16,1,1
M04430,B05,P4,PAY009118,2026-01-18,1,1
M04431,B05,P3,PAY004431,2025-04-25,1,1
M04431,B05,P3,PAY007751,2025-08-06,1,1
M04431,B05,P3,PAY009448,2025-11-13,1,1
M04431,B05,P4,PAY010735,2026-05-22,1,1
M04432,B05,P3,PAY004432,2025-04-25,0,1
M04433,B05,P2,PAY004433,2025-02-13,0,1
M04434,B05,P1,PAY004434,2025-02-22,1,1
M04434,B05,P1,PAY006383,2025-03-25,0,1
M04435,B05,P3,PAY004435,2025-04-24,1,1
M04435,B05,P3,PAY007730,2025-08-01,1,1
M04435,B05,P3,PAY009384,2025-11-03,1,1
M04435,B05,P3,PAY010605,2026-02-07,1,1
M04435,B05,P3,PAY011757,2026-05-13,1,1
M04436,B05,P1,PAY004436,2025-02-01,0,1
M04437,B05,P3,PAY004437,2025-04-19,1,1
M04437,B05,P3,PAY007620,2025-07-14,1,1
M04437,B05,P3,PAY009078,2025-10-21,1,1
M04437,B05,P3,PAY010450,2026-01-31,0,1
M04438,B05,P3,PAY004438,2025-04-09,1,1
M04438,B05,P3,PAY007404,2025-07-13,0,1
M04439,B05,P3,PAY004439,2025-04-20,1,1
M04439,B05,P3,PAY007637,2025-07-19,1,1
M04439,B05,P3,PAY009163,2025-10-29,1,1
M04439,B05,P3,PAY010562,2026-01-25,1,1
M04440,B05,P4,PAY004440,2025-08-18,1,1
M04440,B05,P4,PAY009600,2026-02-18,1,1
M04441,B05,P4,PAY004441,2025-08-21,1,1
M04441,B05,P4,PAY009634,2026-02-27,0,1
M04442,B05,P3,PAY004442,2025-05-09,0,1
M04443,B05,P1,PAY004443,2025-03-18,0,1
M04444,B05,P3,PAY004444,2025-05-07,0,1
M04445,B05,P1,PAY004445,2025-03-28,1,1
M04445,B05,P1,PAY007186,2025-05-08,1,1
M04445,B05,P1,PAY007997,2025-06-18,1,1
M04445,B05,P1,PAY008661,2025-07-29,1,1
M04445,B05,P1,PAY009347,2025-08-28,1,1
M04445,B05,P1,PAY009743,2025-10-02,0,1
M04446,B05,P1,PAY004446,2025-03-08,1,1
M04446,B05,P1,PAY006753,2025-04-09,0,1
M04447,B05,P3,PAY004447,2025-05-20,1,1
M04447,B05,P3,PAY008194,2025-08-24,1,1
M04447,B05,P3,PAY009681,2025-12-01,1,1
M04447,B05,P3,PAY010960,2026-02-28,1,1
M04447,B05,P3,PAY012068,2026-06-05,1,1
M04448,B05,P4,PAY004448,2025-08-07,1,1
M04448,B05,P4,PAY009462,2026-02-15,0,1
M04449,B05,P3,PAY004449,2025-05-10,0,1
M04450,B05,P1,PAY004450,2025-03-12,1,1
M04450,B05,P5,PAY006828,2026-03-17,1,1
M04451,B05,P2,PAY004451,2025-03-27,1,1
M04451,B05,P2,PAY007168,2025-05-07,1,1
M04451,B05,P2,PAY007978,2025-06-12,1,1
M04451,B05,P2,PAY008561,2025-07-12,0,1
M04452,B05,P1,PAY004452,2025-03-03,0,1
M04453,B05,P2,PAY004453,2025-03-26,1,1
M04453,B05,P2,PAY007146,2025-04-27,0,1
M04454,B05,P3,PAY004454,2025-05-24,1,1
M04454,B05,P3,PAY008261,2025-09-04,1,1
M04454,B05,P3,PAY009822,2025-12-11,1,1
M04454,B05,P3,PAY011075,2026-03-19,1,1
M04454,B05,P2,PAY012335,2026-04-27,1,1
M04454,B05,P2,PAY012870,2026-05-25,0,1
M04455,B05,P1,PAY004455,2025-03-18,1,1
M04455,B05,P1,PAY006953,2025-04-24,1,1
M04455,B05,P1,PAY007731,2025-05-28,1,1
M04455,B05,P5,PAY008333,2026-06-07,0,1
M04456,B05,P2,PAY004456,2025-03-25,1,1
M04456,B05,P2,PAY007128,2025-04-29,1,1
M04456,B05,P2,PAY007815,2025-05-28,0,1
M04457,B05,P2,PAY004457,2025-03-28,0,1
M04458,B05,P5,PAY004458,2026-02-27,0,1
M04459,B05,P2,PAY004459,2025-03-13,0,1
M04460,B05,P5,PAY004460,2026-02-01,1,1
M04461,B05,P1,PAY004461,2025-03-03,1,1
M04461,B05,P1,PAY006630,2025-04-09,0,1
M04462,B05,P1,PAY004462,2025-03-09,1,1
M04462,B05,P2,PAY006770,2025-04-14,1,1
M04462,B05,P2,PAY007521,2025-05-17,0,1
M04463,B05,P2,PAY004463,2025-03-12,0,1
M04464,B05,P1,PAY004464,2025-03-18,1,1
M04464,B05,P1,PAY006954,2025-04-20,0,1
M04465,B05,P1,PAY004465,2025-03-08,0,1
M04466,B05,P1,PAY004466,2025-03-03,1,1
M04466,B05,P3,PAY006631,2025-06-14,1,1
M04466,B05,P3,PAY008591,2025-09-10,1,1
M04466,B05,P3,PAY009901,2025-12-16,1,1
M04466,B05,P3,PAY011130,2026-03-16,1,1
M04466,B05,P3,PAY012297,2026-06-25,1,0
M04467,B05,P3,PAY004467,2025-05-10,1,1
M04467,B05,P1,PAY008038,2025-06-21,0,1
M04468,B05,P1,PAY004468,2025-03-15,1,1
M04468,B05,P1,PAY006892,2025-04-16,1,1
M04468,B05,P1,PAY007562,2025-05-14,1,1
M04468,B05,P1,PAY008106,2025-06-19,0,1
M04469,B05,P4,PAY004469,2025-08-26,0,1
M04470,B05,P1,PAY004470,2025-03-28,0,1
M04471,B05,P1,PAY004471,2025-03-18,0,1
M04472,B05,P2,PAY004472,2025-03-08,1,1
M04472,B05,P2,PAY006754,2025-04-13,1,1
M04472,B05,P2,PAY007503,2025-05-15,1,1
M04472,B05,P2,PAY008122,2025-06-17,1,1
M04472,B05,P2,PAY008641,2025-07-24,1,1
M04472,B05,P2,PAY009254,2025-08-20,0,1
M04473,B05,P4,PAY004473,2025-09-21,1,1
M04473,B05,P4,PAY010054,2026-03-20,1,1
M04474,B05,P1,PAY004474,2025-04-24,1,1
M04474,B05,P1,PAY007732,2025-05-21,1,1
M04474,B05,P1,PAY008214,2025-06-28,1,1
M04474,B05,P1,PAY008808,2025-07-27,1,1
M04474,B05,P1,PAY009307,2025-09-01,1,1
M04474,B05,P1,PAY009789,2025-10-10,0,1
M04475,B05,P2,PAY004475,2025-04-27,1,1
M04475,B05,P2,PAY007772,2025-06-02,1,1
M04475,B05,P2,PAY008391,2025-07-03,0,1
M04476,B05,P3,PAY004476,2025-06-20,0,1
M04477,B05,P4,PAY004477,2025-09-11,1,1
M04477,B05,P4,PAY009914,2026-03-16,0,1
M04478,B05,P1,PAY004478,2025-04-17,1,1
M04478,B05,P1,PAY007582,2025-05-18,0,1
M04479,B05,P3,PAY004479,2025-06-12,1,1
M04479,B05,P3,PAY008562,2025-09-13,1,1
M04479,B05,P3,PAY009940,2025-12-24,0,1
M04480,B05,P4,PAY004480,2025-09-05,0,1
M04481,B05,P3,PAY004481,2025-06-11,1,1
M04481,B05,P3,PAY008540,2025-09-19,0,1
M04482,B05,P2,PAY004482,2025-04-22,0,1
M04483,B05,P4,PAY004483,2025-09-22,1,1
M04483,B05,P2,PAY010067,2025-10-25,0,1
M04484,B05,P1,PAY004484,2025-04-30,1,1
M04484,B05,P1,PAY007855,2025-06-09,0,1
M04485,B05,P3,PAY004485,2025-06-09,0,1
M04486,B05,P1,PAY004486,2025-04-29,1,1
M04486,B05,P1,PAY007816,2025-05-27,1,1
M04486,B05,P1,PAY008311,2025-06-29,1,1
M04486,B05,P1,PAY008831,2025-08-03,1,1
M04486,B05,P1,PAY009414,2025-09-06,0,1
M04487,B05,P4,PAY004487,2025-09-19,1,1
M04487,B05,P2,PAY010019,2025-10-19,1,1
M04487,B05,P3,PAY010425,2026-01-22,0,1
M04488,B05,P3,PAY004488,2025-06-24,1,1
M04488,B05,P3,PAY008749,2025-09-23,1,1
M04488,B05,P3,PAY010077,2025-12-18,1,1
M04488,B05,P3,PAY011148,2026-03-28,0,1
M04489,B05,P5,PAY004489,2026-03-28,1,1
