service_txn_id,service_date,branch_id,service_type,amount,direct_cost
GS042413,2026-03-06,B05,Group Class,250,90
GS042414,2026-03-06,B05,Day Pass,150,20
GS042415,2026-03-06,B05,Day Pass,150,20
GS042416,2026-03-06,B05,Day Pass,150,20
GS042417,2026-03-06,B05,Day Pass,150,20
GS042418,2026-03-06,B05,Day Pass,150,20
GS042419,2026-03-06,B05,Day Pass,150,20
GS042420,2026-03-07,B01,Personal Training,650,380
GS042421,2026-03-07,B01,Personal Training,650,380
GS042422,2026-03-07,B01,Personal Training,650,380
GS042423,2026-03-07,B01,Personal Training,650,380
GS042424,2026-03-07,B01,Group Class,250,90
GS042425,2026-03-07,B01,Group Class,250,90
GS042426,2026-03-07,B01,Group Class,250,90
GS042427,2026-03-07,B01,Group Class,250,90
GS042428,2026-03-07,B01,Group Class,250,90
GS042429,2026-03-07,B01,Group Class,250,90
GS042430,2026-03-07,B01,Group Class,250,90
GS042431,2026-03-07,B01,Group Class,250,90
GS042432,2026-03-07,B01,Group Class,250,90
GS042433,2026-03-07,B01,Group Class,250,90
GS042434,2026-03-07,B01,Day Pass,150,20
GS042435,2026-03-07,B01,Day Pass,150,20
GS042436,2026-03-07,B01,Day Pass,150,20
GS042437,2026-03-07,B01,Day Pass,150,20
GS042438,2026-03-07,B02,Personal Training,650,380
GS042439,2026-03-07,B02,Personal Training,650,380
GS042440,2026-03-07,B02,Personal Training,650,380
GS042441,2026-03-07,B02,Personal Training,650,380
GS042442,2026-03-07,B02,Personal Training,650,380
GS042443,2026-03-07,B02,Personal Training,650,380
GS042444,2026-03-07,B02,Personal Training,650,380
GS042445,2026-03-07,B02,Personal Training,650,380
GS042446,2026-03-07,B02,Group Class,250,90
GS042447,2026-03-07,B02,Group Class,250,90
GS042448,2026-03-07,B02,Group Class,250,90
GS042449,2026-03-07,B02,Group Class,250,90
GS042450,2026-03-07,B02,Group Class,250,90
GS042451,2026-03-07,B02,Group Class,250,90
GS042452,2026-03-07,B02,Group Class,250,90
GS042453,2026-03-07,B02,Group Class,250,90
GS042454,2026-03-07,B02,Group Class,250,90
GS042455,2026-03-07,B02,Group Class,250,90
GS042456,2026-03-07,B02,Group Class,250,90
GS042457,2026-03-07,B02,Group Class,250,90
GS042458,2026-03-07,B02,Group Class,250,90
GS042459,2026-03-07,B02,Group Class,250,90
GS042460,2026-03-07,B02,Group Class,250,90
GS042461,2026-03-07,B02,Group Class,250,90
GS042462,2026-03-07,B02,Group Class,250,90
GS042463,2026-03-07,B02,Group Class,250,90
GS042464,2026-03-07,B02,Group Class,250,90
GS042465,2026-03-07,B02,Day Pass,150,20
GS042466,2026-03-07,B02,Day Pass,150,20
GS042467,2026-03-07,B02,Day Pass,150,20
GS042468,2026-03-07,B02,Day Pass,150,20
GS042469,2026-03-07,B02,Day Pass,150,20
GS042470,2026-03-07,B03,Personal Training,650,380
GS042471,2026-03-07,B03,Personal Training,650,380
GS042472,2026-03-07,B03,Personal Training,650,380
GS042473,2026-03-07,B03,Group Class,250,90
GS042474,2026-03-07,B03,Group Class,250,90
GS042475,2026-03-07,B03,Group Class,250,90
GS042476,2026-03-07,B03,Group Class,250,90
GS042477,2026-03-07,B03,Group Class,250,90
GS042478,2026-03-07,B03,Group Class,250,90
GS042479,2026-03-07,B03,Group Class,250,90
GS042480,2026-03-07,B03,Group Class,250,90
GS042481,2026-03-07,B03,Day Pass,150,20
GS042482,2026-03-07,B03,Day Pass,150,20
GS042483,2026-03-07,B03,Day Pass,150,20
GS042484,2026-03-07,B03,Day Pass,150,20
GS042485,2026-03-07,B03,Day Pass,150,20
GS042486,2026-03-07,B03,Day Pass,150,20
GS042487,2026-03-07,B03,Day Pass,150,20
GS042488,2026-03-07,B03,Day Pass,150,20
GS042489,2026-03-07,B03,Day Pass,150,20
GS042490,2026-03-07,B03,Day Pass,150,20
GS042491,2026-03-07,B03,Day Pass,150,20
GS042492,2026-03-07,B03,Day Pass,150,20
GS042493,2026-03-07,B04,Personal Training,650,380
GS042494,2026-03-07,B04,Personal Training,650,380
GS042495,2026-03-07,B04,Personal Training,650,380
GS042496,2026-03-07,B04,Personal Training,650,380
GS042497,2026-03-07,B04,Personal Training,650,380
GS042498,2026-03-07,B04,Group Class,250,90
GS042499,2026-03-07,B04,Group Class,250,90
GS042500,2026-03-07,B04,Group Class,250,90
GS042501,2026-03-07,B04,Group Class,250,90
GS042502,2026-03-07,B04,Group Class,250,90
GS042503,2026-03-07,B04,Group Class,250,90
GS042504,2026-03-07,B04,Group Class,250,90
GS042505,2026-03-07,B04,Group Class,250,90
GS042506,2026-03-07,B04,Day Pass,150,20
GS042507,2026-03-07,B04,Day Pass,150,20
GS042508,2026-03-07,B04,Day Pass,150,20
GS042509,2026-03-07,B05,Personal Training,650,380
GS042510,2026-03-07,B05,Group Class,250,90
GS042511,2026-03-07,B05,Group Class,250,90
GS042512,2026-03-07,B05,Group Class,250,90
GS042513,2026-03-07,B05,Group Class,250,90
GS042514,2026-03-07,B05,Group Class,250,90
GS042515,2026-03-07,B05,Day Pass,150,20
GS042516,2026-03-07,B05,Day Pass,150,20
GS042517,2026-03-07,B05,Day Pass,150,20
GS042518,2026-03-07,B05,Day Pass,150,20
GS042519,2026-03-08,B01,Personal Training,650,380
GS042520,2026-03-08,B01,Group Class,250,90
GS042521,2026-03-08,B01,Group Class,250,90
GS042522,2026-03-08,B01,Group Class,250,90
GS042523,2026-03-08,B01,Group Class,250,90
GS042524,2026-03-08,B01,Group Class,250,90
GS042525,2026-03-08,B01,Group Class,250,90
GS042526,2026-03-08,B01,Group Class,250,90
GS042527,2026-03-08,B01,Group Class,250,90
GS042528,2026-03-08,B01,Group Class,250,90
GS042529,2026-03-08,B01,Group Class,250,90
GS042530,2026-03-08,B01,Group Class,250,90
GS042531,2026-03-08,B01,Day Pass,150,20
GS042532,2026-03-08,B02,Personal Training,650,380
GS042533,2026-03-08,B02,Personal Training,650,380
GS042534,2026-03-08,B02,Personal Training,650,380
GS042535,2026-03-08,B02,Personal Training,650,380
GS042536,2026-03-08,B02,Group Class,250,90
GS042537,2026-03-08,B02,Group Class,250,90
GS042538,2026-03-08,B02,Group Class,250,90
GS042539,2026-03-08,B02,Group Class,250,90
GS042540,2026-03-08,B02,Group Class,250,90
GS042541,2026-03-08,B02,Group Class,250,90
GS042542,2026-03-08,B02,Group Class,250,90
GS042543,2026-03-08,B02,Group Class,250,90
GS042544,2026-03-08,B02,Group Class,250,90
GS042545,2026-03-08,B02,Group Class,250,90
GS042546,2026-03-08,B02,Group Class,250,90
GS042547,2026-03-08,B02,Group Class,250,90
GS042548,2026-03-08,B02,Group Class,250,90
GS042549,2026-03-08,B02,Group Class,250,90
GS042550,2026-03-08,B02,Group Class,250,90
GS042551,2026-03-08,B02,Group Class,250,90
GS042552,2026-03-08,B02,Group Class,250,90
GS042553,2026-03-08,B02,Group Class,250,90
GS042554,2026-03-08,B02,Day Pass,150,20
GS042555,2026-03-08,B02,Day Pass,150,20
GS042556,2026-03-08,B02,Day Pass,150,20
GS042557,2026-03-08,B02,Day Pass,150,20
GS042558,2026-03-08,B03,Personal Training,650,380
GS042559,2026-03-08,B03,Personal Training,650,380
GS042560,2026-03-08,B03,Personal Training,650,380
GS042561,2026-03-08,B03,Personal Training,650,380
GS042562,2026-03-08,B03,Group Class,250,90
GS042563,2026-03-08,B03,Group Class,250,90
GS042564,2026-03-08,B03,Group Class,250,90
GS042565,2026-03-08,B03,Group Class,250,90
GS042566,2026-03-08,B03,Group Class,250,90
GS042567,2026-03-08,B03,Group Class,250,90
GS042568,2026-03-08,B03,Day Pass,150,20
GS042569,2026-03-08,B03,Day Pass,150,20
GS042570,2026-03-08,B03,Day Pass,150,20
GS042571,2026-03-08,B03,Day Pass,150,20
GS042572,2026-03-08,B03,Day Pass,150,20
GS042573,2026-03-08,B03,Day Pass,150,20
GS042574,2026-03-08,B04,Personal Training,650,380
GS042575,2026-03-08,B04,Personal Training,650,380
GS042576,2026-03-08,B04,Group Class,250,90
GS042577,2026-03-08,B04,Group Class,250,90
GS042578,2026-03-08,B04,Group Class,250,90
GS042579,2026-03-08,B04,Group Class,250,90
GS042580,2026-03-08,B04,Group Class,250,90
GS042581,2026-03-08,B04,Group Class,250,90
GS042582,2026-03-08,B04,Group Class,250,90
GS042583,2026-03-08,B04,Day Pass,150,20
GS042584,2026-03-08,B04,Day Pass,150,20
GS042585,2026-03-08,B04,Day Pass,150,20
GS042586,2026-03-08,B05,Personal Training,650,380
GS042587,2026-03-08,B05,Personal Training,650,380
GS042588,2026-03-08,B05,Personal Training,650,380
GS042589,2026-03-08,B05,Personal Training,650,380
GS042590,2026-03-08,B05,Group Class,250,90
GS042591,2026-03-08,B05,Group Class,250,90
GS042592,2026-03-08,B05,Group Class,250,90
GS042593,2026-03-08,B05,Group Class,250,90
GS042594,2026-03-08,B05,Group Class,250,90
GS042595,2026-03-08,B05,Group Class,250,90
GS042596,2026-03-08,B05,Group Class,250,90
GS042597,2026-03-08,B05,Group Class,250,90
GS042598,2026-03-08,B05,Group Class,250,90
GS042599,2026-03-08,B05,Day Pass,150,20
GS042600,2026-03-08,B05,Day Pass,150,20
GS042601,2026-03-08,B05,Day Pass,150,20
GS042602,2026-03-08,B05,Day Pass,150,20
GS042603,2026-03-08,B05,Day Pass,150,20
GS042604,2026-03-09,B01,Personal Training,650,380
GS042605,2026-03-09,B01,Personal Training,650,380
GS042606,2026-03-09,B01,Personal Training,650,380
GS042607,2026-03-09,B01,Personal Training,650,380
GS042608,2026-03-09,B01,Personal Training,650,380
GS042609,2026-03-09,B01,Personal Training,650,380
GS042610,2026-03-09,B01,Group Class,250,90
GS042611,2026-03-09,B01,Group Class,250,90
GS042612,2026-03-09,B01,Group Class,250,90
GS042613,2026-03-09,B01,Group Class,250,90
GS042614,2026-03-09,B01,Group Class,250,90
GS042615,2026-03-09,B01,Group Class,250,90
GS042616,2026-03-09,B01,Group Class,250,90
GS042617,2026-03-09,B01,Group Class,250,90
GS042618,2026-03-09,B01,Day Pass,150,20
GS042619,2026-03-09,B01,Day Pass,150,20
GS042620,2026-03-09,B01,Day Pass,150,20
GS042621,2026-03-09,B02,Personal Training,650,380
GS042622,2026-03-09,B02,Personal Training,650,380
GS042623,2026-03-09,B02,Personal Training,650,380
GS042624,2026-03-09,B02,Personal Training,650,380
GS042625,2026-03-09,B02,Personal Training,650,380
GS042626,2026-03-09,B02,Personal Training,650,380
GS042627,2026-03-09,B02,Group Class,250,90
GS042628,2026-03-09,B02,Group Class,250,90
GS042629,2026-03-09,B02,Group Class,250,90
GS042630,2026-03-09,B02,Group Class,250,90
GS042631,2026-03-09,B02,Group Class,250,90
GS042632,2026-03-09,B02,Group Class,250,90
GS042633,2026-03-09,B02,Group Class,250,90
GS042634,2026-03-09,B02,Group Class,250,90
GS042635,2026-03-09,B02,Group Class,250,90
GS042636,2026-03-09,B02,Group Class,250,90
GS042637,2026-03-09,B02,Group Class,250,90
GS042638,2026-03-09,B02,Group Class,250,90
GS042639,2026-03-09,B02,Group Class,250,90
GS042640,2026-03-09,B02,Day Pass,150,20
GS042641,2026-03-09,B02,Day Pass,150,20
GS042642,2026-03-09,B02,Day Pass,150,20
GS042643,2026-03-09,B02,Day Pass,150,20
GS042644,2026-03-09,B02,Day Pass,150,20
GS042645,2026-03-09,B02,Day Pass,150,20
GS042646,2026-03-09,B02,Day Pass,150,20
GS042647,2026-03-09,B03,Group Class,250,90
GS042648,2026-03-09,B03,Group Class,250,90
GS042649,2026-03-09,B03,Group Class,250,90
GS042650,2026-03-09,B03,Group Class,250,90
GS042651,2026-03-09,B03,Group Class,250,90
GS042652,2026-03-09,B03,Group Class,250,90
GS042653,2026-03-09,B03,Group Class,250,90
GS042654,2026-03-09,B03,Group Class,250,90
GS042655,2026-03-09,B03,Day Pass,150,20
GS042656,2026-03-09,B03,Day Pass,150,20
GS042657,2026-03-09,B03,Day Pass,150,20
GS042658,2026-03-09,B03,Day Pass,150,20
GS042659,2026-03-09,B03,Day Pass,150,20
GS042660,2026-03-09,B03,Day Pass,150,20
GS042661,2026-03-09,B03,Day Pass,150,20
GS042662,2026-03-09,B03,Day Pass,150,20
GS042663,2026-03-09,B03,Day Pass,150,20
GS042664,2026-03-09,B03,Day Pass,150,20
GS042665,2026-03-09,B03,Day Pass,150,20
GS042666,2026-03-09,B03,Day Pass,150,20
GS042667,2026-03-09,B03,Day Pass,150,20
GS042668,2026-03-09,B03,Day Pass,150,20
GS042669,2026-03-09,B03,Day Pass,150,20
GS042670,2026-03-09,B03,Day Pass,150,20
GS042671,2026-03-09,B04,Personal Training,650,380
GS042672,2026-03-09,B04,Personal Training,650,380
GS042673,2026-03-09,B04,Personal Training,650,380
GS042674,2026-03-09,B04,Personal Training,650,380
GS042675,2026-03-09,B04,Personal Training,650,380
GS042676,2026-03-09,B04,Personal Training,650,380
GS042677,2026-03-09,B04,Group Class,250,90
GS042678,2026-03-09,B04,Group Class,250,90
GS042679,2026-03-09,B04,Group Class,250,90
GS042680,2026-03-09,B04,Group Class,250,90
GS042681,2026-03-09,B04,Day Pass,150,20
GS042682,2026-03-09,B04,Day Pass,150,20
GS042683,2026-03-09,B04,Day Pass,150,20
GS042684,2026-03-09,B04,Day Pass,150,20
GS042685,2026-03-09,B05,Personal Training,650,380
GS042686,2026-03-09,B05,Personal Training,650,380
GS042687,2026-03-09,B05,Personal Training,650,380
GS042688,2026-03-09,B05,Personal Training,650,380
GS042689,2026-03-09,B05,Group Class,250,90
GS042690,2026-03-09,B05,Group Class,250,90
GS042691,2026-03-09,B05,Group Class,250,90
GS042692,2026-03-09,B05,Group Class,250,90
GS042693,2026-03-09,B05,Group Class,250,90
GS042694,2026-03-09,B05,Group Class,250,90
GS042695,2026-03-09,B05,Day Pass,150,20
GS042696,2026-03-09,B05,Day Pass,150,20
GS042697,2026-03-09,B05,Day Pass,150,20
GS042698,2026-03-09,B05,Day Pass,150,20
GS042699,2026-03-10,B01,Personal Training,650,380
GS042700,2026-03-10,B01,Personal Training,650,380
GS042701,2026-03-10,B01,Personal Training,650,380
GS042702,2026-03-10,B01,Personal Training,650,380
GS042703,2026-03-10,B01,Personal Training,650,380
GS042704,2026-03-10,B01,Personal Training,650,380
GS042705,2026-03-10,B01,Group Class,250,90
GS042706,2026-03-10,B01,Group Class,250,90
GS042707,2026-03-10,B01,Group Class,250,90
GS042708,2026-03-10,B01,Group Class,250,90
GS042709,2026-03-10,B01,Group Class,250,90
GS042710,2026-03-10,B01,Group Class,250,90
GS042711,2026-03-10,B01,Group Class,250,90
GS042712,2026-03-10,B01,Group Class,250,90
GS042713,2026-03-10,B01,Group Class,250,90
GS042714,2026-03-10,B01,Group Class,250,90
GS042715,2026-03-10,B01,Group Class,250,90
GS042716,2026-03-10,B01,Group Class,250,90
GS042717,2026-03-10,B01,Group Class,250,90
GS042718,2026-03-10,B01,Group Class,250,90
GS042719,2026-03-10,B01,Group Class,250,90
GS042720,2026-03-10,B01,Group Class,250,90
GS042721,2026-03-10,B01,Day Pass,150,20
GS042722,2026-03-10,B01,Day Pass,150,20
GS042723,2026-03-10,B01,Day Pass,150,20
GS042724,2026-03-10,B01,Day Pass,150,20
GS042725,2026-03-10,B01,Day Pass,150,20
GS042726,2026-03-10,B01,Day Pass,150,20
GS042727,2026-03-10,B01,Day Pass,150,20
GS042728,2026-03-10,B02,Personal Training,650,380
GS042729,2026-03-10,B02,Personal Training,650,380
GS042730,2026-03-10,B02,Group Class,250,90
GS042731,2026-03-10,B02,Group Class,250,90
GS042732,2026-03-10,B02,Group Class,250,90
GS042733,2026-03-10,B02,Group Class,250,90
GS042734,2026-03-10,B02,Group Class,250,90
GS042735,2026-03-10,B02,Group Class,250,90
GS042736,2026-03-10,B02,Group Class,250,90
GS042737,2026-03-10,B02,Group Class,250,90
GS042738,2026-03-10,B02,Group Class,250,90
GS042739,2026-03-10,B02,Day Pass,150,20
GS042740,2026-03-10,B02,Day Pass,150,20
GS042741,2026-03-10,B02,Day Pass,150,20
GS042742,2026-03-10,B03,Personal Training,650,380
GS042743,2026-03-10,B03,Group Class,250,90
GS042744,2026-03-10,B03,Group Class,250,90
GS042745,2026-03-10,B03,Group Class,250,90
GS042746,2026-03-10,B03,Group Class,250,90
GS042747,2026-03-10,B03,Group Class,250,90
GS042748,2026-03-10,B03,Day Pass,150,20
GS042749,2026-03-10,B03,Day Pass,150,20
GS042750,2026-03-10,B03,Day Pass,150,20
GS042751,2026-03-10,B03,Day Pass,150,20
GS042752,2026-03-10,B03,Day Pass,150,20
GS042753,2026-03-10,B03,Day Pass,150,20
GS042754,2026-03-10,B03,Day Pass,150,20
GS042755,2026-03-10,B03,Day Pass,150,20
GS042756,2026-03-10,B03,Day Pass,150,20
GS042757,2026-03-10,B03,Day Pass,150,20
GS042758,2026-03-10,B03,Day Pass,150,20
GS042759,2026-03-10,B03,Day Pass,150,20
GS042760,2026-03-10,B04,Personal Training,650,380
GS042761,2026-03-10,B04,Personal Training,650,380
GS042762,2026-03-10,B04,Group Class,250,90
GS042763,2026-03-10,B04,Group Class,250,90
GS042764,2026-03-10,B04,Group Class,250,90
GS042765,2026-03-10,B04,Group Class,250,90
GS042766,2026-03-10,B04,Group Class,250,90
GS042767,2026-03-10,B04,Group Class,250,90
GS042768,2026-03-10,B04,Day Pass,150,20
GS042769,2026-03-10,B04,Day Pass,150,20
GS042770,2026-03-10,B04,Day Pass,150,20
GS042771,2026-03-10,B04,Day Pass,150,20
GS042772,2026-03-10,B04,Day Pass,150,20
GS042773,2026-03-10,B04,Day Pass,150,20
GS042774,2026-03-10,B05,Personal Training,650,380
GS042775,2026-03-10,B05,Personal Training,650,380
GS042776,2026-03-10,B05,Personal Training,650,380
GS042777,2026-03-10,B05,Group Class,250,90
GS042778,2026-03-10,B05,Group Class,250,90
GS042779,2026-03-10,B05,Group Class,250,90
GS042780,2026-03-10,B05,Group Class,250,90
GS042781,2026-03-10,B05,Group Class,250,90
GS042782,2026-03-10,B05,Group Class,250,90
GS042783,2026-03-10,B05,Group Class,250,90
GS042784,2026-03-10,B05,Group Class,250,90
GS042785,2026-03-10,B05,Group Class,250,90
GS042786,2026-03-10,B05,Group Class,250,90
GS042787,2026-03-10,B05,Group Class,250,90
GS042788,2026-03-10,B05,Group Class,250,90
GS042789,2026-03-10,B05,Group Class,250,90
GS042790,2026-03-10,B05,Day Pass,150,20
GS042791,2026-03-10,B05,Day Pass,150,20
GS042792,2026-03-10,B05,Day Pass,150,20
GS042793,2026-03-10,B05,Day Pass,150,20
GS042794,2026-03-10,B05,Day Pass,150,20
GS042795,2026-03-10,B05,Day Pass,150,20
GS042796,2026-03-10,B05,Day Pass,150,20
GS042797,2026-03-11,B01,Personal Training,650,380
GS042798,2026-03-11,B01,Personal Training,650,380
GS042799,2026-03-11,B01,Personal Training,650,380
GS042800,2026-03-11,B01,Personal Training,650,380
GS042801,2026-03-11,B01,Group Class,250,90
GS042802,2026-03-11,B01,Group Class,250,90
GS042803,2026-03-11,B01,Group Class,250,90
GS042804,2026-03-11,B01,Group Class,250,90
GS042805,2026-03-11,B01,Group Class,250,90
GS042806,2026-03-11,B01,Group Class,250,90
GS042807,2026-03-11,B01,Group Class,250,90
GS042808,2026-03-11,B01,Group Class,250,90
GS042809,2026-03-11,B01,Group Class,250,90
GS042810,2026-03-11,B01,Group Class,250,90
GS042811,2026-03-11,B01,Group Class,250,90
GS042812,2026-03-11,B01,Group Class,250,90
GS042813,2026-03-11,B01,Day Pass,150,20
GS042814,2026-03-11,B01,Day Pass,150,20
GS042815,2026-03-11,B01,Day Pass,150,20
GS042816,2026-03-11,B01,Day Pass,150,20
GS042817,2026-03-11,B01,Day Pass,150,20
GS042818,2026-03-11,B02,Personal Training,650,380
GS042819,2026-03-11,B02,Personal Training,650,380
GS042820,2026-03-11,B02,Personal Training,650,380
GS042821,2026-03-11,B02,Group Class,250,90
GS042822,2026-03-11,B02,Group Class,250,90
GS042823,2026-03-11,B02,Group Class,250,90
GS042824,2026-03-11,B02,Group Class,250,90
GS042825,2026-03-11,B02,Group Class,250,90
GS042826,2026-03-11,B02,Group Class,250,90
GS042827,2026-03-11,B02,Group Class,250,90
GS042828,2026-03-11,B02,Group Class,250,90
GS042829,2026-03-11,B02,Group Class,250,90
GS042830,2026-03-11,B02,Group Class,250,90
GS042831,2026-03-11,B02,Group Class,250,90
GS042832,2026-03-11,B02,Group Class,250,90
GS042833,2026-03-11,B02,Group Class,250,90
GS042834,2026-03-11,B02,Group Class,250,90
GS042835,2026-03-11,B02,Group Class,250,90
GS042836,2026-03-11,B02,Group Class,250,90
GS042837,2026-03-11,B02,Group Class,250,90
GS042838,2026-03-11,B02,Day Pass,150,20
GS042839,2026-03-11,B02,Day Pass,150,20
GS042840,2026-03-11,B02,Day Pass,150,20
GS042841,2026-03-11,B02,Day Pass,150,20
GS042842,2026-03-11,B02,Day Pass,150,20
GS042843,2026-03-11,B02,Day Pass,150,20
GS042844,2026-03-11,B03,Personal Training,650,380
GS042845,2026-03-11,B03,Personal Training,650,380
GS042846,2026-03-11,B03,Personal Training,650,380
GS042847,2026-03-11,B03,Personal Training,650,380
GS042848,2026-03-11,B03,Personal Training,650,380
GS042849,2026-03-11,B03,Group Class,250,90
GS042850,2026-03-11,B03,Group Class,250,90
GS042851,2026-03-11,B03,Group Class,250,90
GS042852,2026-03-11,B03,Group Class,250,90
GS042853,2026-03-11,B03,Group Class,250,90
GS042854,2026-03-11,B03,Group Class,250,90
GS042855,2026-03-11,B03,Group Class,250,90
GS042856,2026-03-11,B03,Day Pass,150,20
GS042857,2026-03-11,B03,Day Pass,150,20
GS042858,2026-03-11,B03,Day Pass,150,20
GS042859,2026-03-11,B03,Day Pass,150,20
GS042860,2026-03-11,B03,Day Pass,150,20
GS042861,2026-03-11,B03,Day Pass,150,20
GS042862,2026-03-11,B03,Day Pass,150,20
GS042863,2026-03-11,B03,Day Pass,150,20
GS042864,2026-03-11,B03,Day Pass,150,20
GS042865,2026-03-11,B04,Personal Training,650,380
GS042866,2026-03-11,B04,Personal Training,650,380
GS042867,2026-03-11,B04,Personal Training,650,380
GS042868,2026-03-11,B04,Personal Training,650,380
GS042869,2026-03-11,B04,Group Class,250,90
GS042870,2026-03-11,B04,Group Class,250,90
GS042871,2026-03-11,B04,Group Class,250,90
GS042872,2026-03-11,B04,Group Class,250,90
GS042873,2026-03-11,B04,Group Class,250,90
GS042874,2026-03-11,B04,Day Pass,150,20
GS042875,2026-03-11,B04,Day Pass,150,20
GS042876,2026-03-11,B04,Day Pass,150,20
GS042877,2026-03-11,B04,Day Pass,150,20
GS042878,2026-03-11,B04,Day Pass,150,20
GS042879,2026-03-11,B04,Day Pass,150,20
GS042880,2026-03-11,B04,Day Pass,150,20
GS042881,2026-03-11,B05,Personal Training,650,380
GS042882,2026-03-11,B05,Personal Training,650,380
GS042883,2026-03-11,B05,Personal Training,650,380
GS042884,2026-03-11,B05,Personal Training,650,380
GS042885,2026-03-11,B05,Group Class,250,90
GS042886,2026-03-11,B05,Group Class,250,90
GS042887,2026-03-11,B05,Day Pass,150,20
GS042888,2026-03-11,B05,Day Pass,150,20
GS042889,2026-03-11,B05,Day Pass,150,20
GS042890,2026-03-11,B05,Day Pass,150,20
GS042891,2026-03-11,B05,Day Pass,150,20
GS042892,2026-03-11,B05,Day Pass,150,20
GS042893,2026-03-12,B01,Personal Training,650,380
GS042894,2026-03-12,B01,Personal Training,650,380
GS042895,2026-03-12,B01,Group Class,250,90
GS042896,2026-03-12,B01,Group Class,250,90
GS042897,2026-03-12,B01,Group Class,250,90
GS042898,2026-03-12,B01,Group Class,250,90
GS042899,2026-03-12,B01,Group Class,250,90
GS042900,2026-03-12,B01,Group Class,250,90
GS042901,2026-03-12,B01,Group Class,250,90
GS042902,2026-03-12,B01,Group Class,250,90
GS042903,2026-03-12,B01,Group Class,250,90
GS042904,2026-03-12,B01,Group Class,250,90
GS042905,2026-03-12,B01,Group Class,250,90
GS042906,2026-03-12,B01,Group Class,250,90
GS042907,2026-03-12,B01,Group Class,250,90
GS042908,2026-03-12,B01,Group Class,250,90
GS042909,2026-03-12,B01,Day Pass,150,20
GS042910,2026-03-12,B01,Day Pass,150,20
GS042911,2026-03-12,B01,Day Pass,150,20
GS042912,2026-03-12,B02,Personal Training,650,380
GS042913,2026-03-12,B02,Personal Training,650,380
GS042914,2026-03-12,B02,Personal Training,650,380
GS042915,2026-03-12,B02,Personal Training,650,380
GS042916,2026-03-12,B02,Personal Training,650,380
GS042917,2026-03-12,B02,Personal Training,650,380
GS042918,2026-03-12,B02,Personal Training,650,380
GS042919,2026-03-12,B02,Group Class,250,90
GS042920,2026-03-12,B02,Group Class,250,90
GS042921,2026-03-12,B02,Group Class,250,90
GS042922,2026-03-12,B02,Group Class,250,90
GS042923,2026-03-12,B02,Group Class,250,90
GS042924,2026-03-12,B02,Group Class,250,90
GS042925,2026-03-12,B02,Group Class,250,90
GS042926,2026-03-12,B02,Group Class,250,90
GS042927,2026-03-12,B02,Group Class,250,90
GS042928,2026-03-12,B02,Group Class,250,90
GS042929,2026-03-12,B02,Day Pass,150,20
GS042930,2026-03-12,B02,Day Pass,150,20
GS042931,2026-03-12,B02,Day Pass,150,20
GS042932,2026-03-12,B03,Personal Training,650,380
GS042933,2026-03-12,B03,Group Class,250,90
GS042934,2026-03-12,B03,Group Class,250,90
GS042935,2026-03-12,B03,Group Class,250,90
GS042936,2026-03-12,B03,Group Class,250,90
GS042937,2026-03-12,B03,Group Class,250,90
GS042938,2026-03-12,B03,Group Class,250,90
GS042939,2026-03-12,B03,Group Class,250,90
GS042940,2026-03-12,B03,Day Pass,150,20
GS042941,2026-03-12,B03,Day Pass,150,20
GS042942,2026-03-12,B03,Day Pass,150,20
GS042943,2026-03-12,B03,Day Pass,150,20
GS042944,2026-03-12,B03,Day Pass,150,20
GS042945,2026-03-12,B03,Day Pass,150,20
GS042946,2026-03-12,B03,Day Pass,150,20
GS042947,2026-03-12,B03,Day Pass,150,20
GS042948,2026-03-12,B03,Day Pass,150,20
GS042949,2026-03-12,B04,Personal Training,650,380
GS042950,2026-03-12,B04,Personal Training,650,380
GS042951,2026-03-12,B04,Group Class,250,90
GS042952,2026-03-12,B04,Group Class,250,90
GS042953,2026-03-12,B04,Group Class,250,90
GS042954,2026-03-12,B04,Group Class,250,90
GS042955,2026-03-12,B04,Group Class,250,90
GS042956,2026-03-12,B04,Day Pass,150,20
GS042957,2026-03-12,B04,Day Pass,150,20
GS042958,2026-03-12,B04,Day Pass,150,20
GS042959,2026-03-12,B04,Day Pass,150,20
GS042960,2026-03-12,B04,Day Pass,150,20
GS042961,2026-03-12,B05,Personal Training,650,380
GS042962,2026-03-12,B05,Personal Training,650,380
GS042963,2026-03-12,B05,Personal Training,650,380
GS042964,2026-03-12,B05,Personal Training,650,380
GS042965,2026-03-12,B05,Personal Training,650,380
GS042966,2026-03-12,B05,Group Class,250,90
GS042967,2026-03-12,B05,Group Class,250,90
GS042968,2026-03-12,B05,Day Pass,150,20
GS042969,2026-03-12,B05,Day Pass,150,20
GS042970,2026-03-12,B05,Day Pass,150,20
GS042971,2026-03-12,B05,Day Pass,150,20
GS042972,2026-03-12,B05,Day Pass,150,20
GS042973,2026-03-12,B05,Day Pass,150,20
GS042974,2026-03-12,B05,Day Pass,150,20
GS042975,2026-03-13,B01,Personal Training,650,380
GS042976,2026-03-13,B01,Personal Training,650,380
GS042977,2026-03-13,B01,Personal Training,650,380
GS042978,2026-03-13,B01,Personal Training,650,380
GS042979,2026-03-13,B01,Personal Training,650,380
GS042980,2026-03-13,B01,Personal Training,650,380
GS042981,2026-03-13,B01,Personal Training,650,380
