payment_id,member_id,branch_id,plan_id,payment_date,payment_type,amount
PAY011052,M03429,B04,P3,2025-12-20,Renewal,4000
PAY004759,M04759,B05,P1,2025-12-20,New,1500
PAY011056,M01527,B02,P3,2025-12-20,Renewal,4000
PAY011145,M02865,B03,P3,12/21/2025,Renewal,4000
PAY002170,M02170,B02,P3,2025-12-21,New,4000
PAY011091,M01301,B02,P4,2025-12-21,Renewal,7500
PAY000826,M00826,B01,P2,2025-12-21,New,1100
PAY011089,M00635,B01,P1,2025-12-21,Renewal,1500
PAY011093,M02074,B02,P3,2025-12-21,Renewal,4000
PAY011144,M02801,B03,P3,12/21/2025,Renewal,4000
PAY011106,M02003,B02,P1,2025-12-21,Renewal,1500
PAY011187,M00120,B01,P3,2025-12-21,Renewal,4000
PAY003806,M03806,B04,P5,2025-12-21,New,13500
PAY011169,M01520,B02,P5,2025-12-21,Renewal,13500
PAY011104,M01897,B02,P2,2025-12-21,Renewal,1100
PAY011198,M02913,B03,P2,12/21/2025,Renewal,1100
PAY002959,M02959,B03,P1,12/21/2025,New,1500
PAY011100,M00549,B01,P3,2025-12-22,Renewal,4000
PAY002156,M02156,B02,P1,2025-12-22,New,1500
PAY011105,M02002,B02,P1,2025-12-22,Renewal,1500
PAY002171,M02171,B02,P5,2025-12-22,New,13500
PAY004753,M04753,B05,P4,2025-12-22,New,7500
PAY011094,M02083,B02,P1,2025-12-22,Renewal,1500
PAY011158,M04056,B05,P4,2025-12-22,Renewal,7500
PAY011173,M02716,B03,P3,12/22/2025,Renewal,4000
PAY002966,M02966,B03,P1,12/22/2025,New,1500
PAY002137,M02137,B02,P3,2025-12-22,New,4000
PAY011088,M00362,B01,P3,2025-12-22,Renewal,4000
PAY011225,M00806,B01,P1,2025-12-22,Renewal,1500
PAY011242,M01939,B02,P4,2025-12-22,Renewal,7500
PAY011211,M04666,B05,P1,2025-12-22,Renewal,1500
PAY011137,M03785,B04,P1,2025-12-22,Renewal,1500
PAY011160,M00785,B01,P1,2025-12-22,Renewal,1500
PAY011250,M02938,B03,P1,12/22/2025,Renewal,1500
PAY011155,M03383,B04,P3,2025-12-23,Renewal,4000
PAY011246,M02098,B02,P1,2025-12-23,Renewal,1500
PAY011190,M00403,B01,P4,2025-12-23,Renewal,7500
PAY011210,M04601,B05,P3,2025-12-23,Renewal,4000
PAY011192,M00781,B01,P1,2025-12-23,Renewal,1500
PAY011095,M02105,B02,P1,2025-12-23,Renewal,1500
PAY011114,M01563,B02,P5,2025-12-23,Renewal,13500
PAY000844,M00844,B01,P3,2025-12-23,New,4000
PAY011142,M01800,B02,P3,2025-12-23,Renewal,4000
PAY011181,M01909,B02,P4,2025-12-23,Renewal,7500
PAY011203,M00824,B01,P1,2025-12-23,Renewal,1500
PAY011102,M00812,B01,P2,2025-12-23,Renewal,1100
PAY002173,M02173,B02,P3,2025-12-24,New,4000
PAY011240,M01791,B02,P1,2025-12-24,Renewal,1500
PAY011247,M02113,B02,P1,2025-12-24,Renewal,1500
PAY002141,M02141,B02,P3,2025-12-24,New,4000
PAY002136,M02136,B02,P5,2025-12-24,New,13500
PAY011126,M02107,B02,P2,2025-12-24,Renewal,1100
PAY011245,M02062,B02,P2,2025-12-24,Renewal,1100
PAY011235,M00664,B01,P3,2025-12-24,Renewal,4000
PAY011156,M03401,B04,P3,2025-12-24,Renewal,4000
PAY011206,M02930,B03,P1,12/24/2025,Renewal,1500
PAY000843,M00843,B01,P4,2025-12-24,New,7500
PAY011163,M03318,B04,P4,2025-12-24,Renewal,7500
PAY011159,M00719,B01,P1,2025-12-24,Renewal,1500
PAY011229,M02119,B02,P2,2025-12-24,Renewal,1100
PAY011153,M00762,B01,P1,2025-12-24,Renewal,1500
PAY011212,M01410,B02,P3,2025-12-25,Renewal,4000
PAY011271,M02044,B02,P3,2025-12-25,Renewal,4000
PAY011186,M04684,B05,P3,2025-12-25,Renewal,4000
PAY011143,M02111,B02,P1,2025-12-25,Renewal,1500
PAY011174,M02765,B03,P3,12/25/2025,Renewal,4000
PAY011278,M00669,B01,P5,2025-12-25,Renewal,13500
PAY011197,M02135,B02,P1,2025-12-25,Renewal,1500
PAY011266,M00555,B01,P1,2025-12-25,Renewal,1500
PAY011165,M04648,B05,P2,2025-12-25,Renewal,1100
PAY011115,M01788,B02,P1,2025-12-25,Renewal,1500
PAY011133,M01486,B02,P3,2025-12-25,Renewal,4000
PAY011255,M00761,B01,P3,2025-12-25,Renewal,4000
PAY011274,M03701,B04,P4,2025-12-25,Renewal,7500
PAY011275,M03786,B04,P2,2025-12-25,Renewal,1100
PAY011129,M04210,B05,P4,2025-12-26,Renewal,7500
PAY011193,M01487,B02,P1,2025-12-26,Renewal,1500
PAY011202,M00681,B01,P4,2025-12-26,Renewal,7500
PAY011150,M00020,B01,P1,2025-12-26,Renewal,1500
PAY011258,M02037,B02,P2,2025-12-26,Renewal,1100
PAY002150,M02150,B02,P3,2025-12-26,New,4000
PAY011184,M04097,B05,P1,2025-12-26,Renewal,1500
PAY004743,M04743,B05,P4,2025-12-26,New,7500
PAY011264,M04725,B05,P1,2025-12-26,Renewal,1500
PAY011252,M04274,B05,P3,2025-12-26,Renewal,4000
PAY011116,M02022,B02,P3,2025-12-26,Renewal,4000
PAY011233,M02814,B03,P1,12/26/2025,Renewal,1500
PAY011238,M01388,B02,P3,2025-12-26,Renewal,4000
PAY011170,M01577,B02,P4,2025-12-26,Renewal,7500
PAY002168,M02168,B02,P3,2025-12-26,New,4000
PAY004749,M04749,B05,P2,2025-12-26,New,1100
PAY003803,M03803,B04,P1,2025-12-27,New,1500
PAY002138,M02138,B02,P2,2025-12-27,New,1100
PAY011128,M02617,B03,P1,12/27/2025,Renewal,1500
PAY011253,M04656,B05,P1,2025-12-27,Renewal,1500
PAY011295,M01965,B02,P1,2025-12-27,Renewal,1500
PAY011213,M01471,B02,P3,2025-12-27,Renewal,4000
PAY011236,M00739,B01,P1,2025-12-27,Renewal,1500
PAY011152,M00676,B01,P4,2025-12-27,Renewal,7500
PAY003804,M03804,B04,P5,2025-12-27,New,13500
PAY011277,M00281,B01,P2,2025-12-27,Renewal,1100
PAY011256,M00815,B01,P1,2025-12-27,Renewal,1500
PAY011301,M03784,B04,P3,2025-12-27,Renewal,4000
PAY002155,M02155,B02,P3,2025-12-27,New,4000
PAY000835,M00835,B01,P1,2025-12-27,New,1500
PAY011199,M03800,B04,P1,2025-12-28,Renewal,1500
PAY011149,M04616,B05,P4,2025-12-28,Renewal,7500
PAY002965,M02965,B03,P3,12/28/2025,New,4000
PAY011148,M04488,B05,P3,2025-12-28,Renewal,4000
PAY011315,M02020,B02,P5,2025-12-28,Renewal,13500
PAY004746,M04746,B05,P5,2025-12-28,New,13500
PAY000851,M00851,B01,P1,2025-12-28,New,1500
PAY002169,M02169,B02,P1,2025-12-28,New,1500
PAY004747,M04747,B05,P3,2025-12-28,New,4000
PAY000838,M00838,B01,P1,2025-12-28,New,1500
PAY011191,M00652,B01,P4,2025-12-28,Renewal,7500
PAY011226,M01525,B02,P1,2025-12-28,Renewal,1500
PAY011323,M04181,B05,P5,2025-12-28,Renewal,13500
PAY011223,M00620,B01,P3,2025-12-28,Renewal,4000
PAY011196,M02086,B02,P2,2025-12-28,Renewal,1100
PAY011222,M00469,B01,P3,2025-12-28,Renewal,4000
PAY011276,M04721,B05,P5,2025-12-28,Renewal,13500
PAY002968,M02968,B03,P3,12/28/2025,New,4000
PAY002970,M02970,B03,P4,12/29/2025,New,7500
PAY011267,M00743,B01,P3,2025-12-29,Renewal,4000
PAY011268,M00768,B01,P3,2025-12-29,Renewal,4000
PAY011261,M03799,B04,P1,2025-12-29,Renewal,1500
PAY002160,M02160,B02,P2,2025-12-29,New,1100
PAY011164,M04306,B05,P3,2025-12-29,Renewal,4000
PAY011189,M00242,B01,P3,2025-12-29,Renewal,4000
PAY011166,M04678,B05,P3,2025-12-29,Renewal,4000
PAY011168,M01309,B02,P4,2025-12-30,Renewal,7500
PAY004755,M04755,B05,P2,2025-12-30,New,1100
PAY011178,M04676,B05,P3,2025-12-30,Renewal,4000
PAY011179,M01294,B02,P3,2025-12-30,Renewal,4000
PAY011290,M00731,B01,P2,2025-12-30,Renewal,1100
PAY000836,M00836,B01,P1,2025-12-30,New,1500
PAY000849,M00849,B01,P5,2025-12-30,New,13500
PAY011215,M02101,B02,P1,2025-12-30,Renewal,1500
PAY011338,M02000,B02,P1,2025-12-30,Renewal,1500
PAY011183,M03577,B04,P2,2025-12-30,Renewal,1100
PAY011205,M02868,B03,P1,12/30/2025,Renewal,1500
PAY011201,M00655,B01,P5,2025-12-30,Renewal,13500
PAY004752,M04752,B05,P2,2025-12-30,New,1100
PAY011154,M02051,B02,P2,2025-12-30,Renewal,1100
PAY002972,M02972,B03,P3,12/30/2025,New,4000
PAY002161,M02161,B02,P3,2025-12-30,New,4000
PAY000828,M00828,B01,P5,2025-12-30,New,13500
PAY002148,M02148,B02,P1,2025-12-30,New,1500
PAY011263,M04680,B05,P1,2025-12-30,Renewal,1500
PAY011321,M03813,B04,P1,2025-12-30,Renewal,1500
PAY003816,M03816,B04,P1,2025-12-31,New,1500
PAY011239,M01506,B02,P4,2025-12-31,Renewal,7500
PAY003810,M03810,B04,P1,2025-12-31,New,1500
PAY011209,M04100,B05,P1,2025-12-31,Renewal,1500
PAY003802,M03802,B04,P2,2025-12-31,New,1100
PAY011161,M01923,B02,P3,2025-12-31,Renewal,4000
PAY011244,M02059,B02,P2,2025-12-31,Renewal,1100
PAY011194,M01545,B02,P5,2025-12-31,Renewal,13500
PAY011251,M03756,B04,P1,2025-12-31,Renewal,1500
PAY011328,M01195,B02,P3,2025-12-31,Renewal,4000
PAY011200,M04739,B05,P4,2025-12-31,Renewal,7500
PAY011265,M00274,B01,P1,2025-12-31,Renewal,1500
PAY011300,M03779,B04,P2,2026-01-01,Renewal,1100
PAY011331,M01703,B02,P5,2026-01-01,Renewal,13500
PAY011333,M03775,B04,P3,2026-01-01,Renewal,4000
PAY011314,M02007,B02,P2,2026-01-01,Renewal,1100
PAY011307,M00545,B01,P1,2026-01-01,Renewal,1500
PAY011230,M02123,B02,P1,2026-01-01,Renewal,1500
PAY011172,M02663,B03,P3,01/01/2026,Renewal,4000
PAY000863,M00863,B01,P5,2026-01-01,New,13500
PAY011219,M03377,B04,P3,2026-01-01,Renewal,4000
PAY011284,M02602,B03,P1,01/01/2026,Renewal,1500
PAY002227,M02227,B02,P1,2026-01-01,New,1500
PAY002226,M02226,B02,P4,2026-01-01,New,7500
PAY011351,M03748,B04,P3,2026-01-01,Renewal,4000
PAY011228,M01915,B02,P4,2026-01-01,Renewal,7500
PAY000880,M00880,B01,P3,2026-01-01,New,4000
PAY000884,M00884,B01,P2,2026-01-02,New,1100
PAY000878,M00878,B01,P5,2026-01-02,New,13500
PAY011343,M00561,B01,P1,2026-01-02,Renewal,1500
PAY000872,M00872,B01,P4,2026-01-02,New,7500
PAY000885,M00885,B01,P2,2026-01-02,New,1100
PAY000855,M00855,B01,P1,2026-01-02,New,1500
PAY000870,M00870,B01,P3,2026-01-02,New,4000
PAY011254,M00700,B01,P2,2026-01-02,Renewal,1100
PAY003844,M03844,B04,P1,2026-01-02,New,1500
PAY003855,M03855,B04,P3,2026-01-02,New,4000
PAY003851,M03851,B04,P3,2026-01-02,New,4000
PAY011259,M02134,B02,P1,2026-01-02,Renewal,1500
PAY003001,M03001,B03,P1,01/02/2026,New,1500
PAY003850,M03850,B04,P1,2026-01-02,New,1500
PAY011207,M02946,B03,P1,01/02/2026,Renewal,1500
PAY011302,M04685,B05,P1,2026-01-02,Renewal,1500
PAY011292,M01455,B02,P1,2026-01-02,Renewal,1500
PAY002235,M02235,B02,P1,2026-01-02,New,1500
PAY003835,M03835,B04,P3,2026-01-03,New,4000
PAY000865,M00865,B01,P3,2026-01-03,New,4000
PAY011325,M04635,B05,P3,2026-01-03,Renewal,4000
PAY003843,M03843,B04,P1,2026-01-03,New,1500
PAY011234,M00168,B01,P3,2026-01-03,Renewal,4000
PAY011365,M00709,B01,P4,2026-01-03,Renewal,7500
PAY011359,M01656,B02,P5,2026-01-03,Renewal,13500
PAY011227,M01819,B02,P1,2026-01-03,Renewal,1500
PAY011273,M02679,B03,P3,01/03/2026,Renewal,4000
PAY011195,M01704,B02,P3,2026-01-03,Renewal,4000
PAY011224,M00802,B01,P1,2026-01-03,Renewal,1500
PAY011281,M01601,B02,P3,2026-01-03,Renewal,4000
PAY011220,M04622,B05,P3,2026-01-03,Renewal,4000
PAY004776,M04776,B05,P5,2026-01-03,New,13500
PAY011306,M00465,B01,P5,2026-01-03,Renewal,13500
PAY011313,M01583,B02,P1,2026-01-03,Renewal,1500
PAY011204,M01481,B02,P4,2026-01-03,Renewal,7500
PAY011320,M03713,B04,P4,2026-01-03,Renewal,7500
PAY003822,M03822,B04,P1,2026-01-03,New,1500
PAY004781,M04781,B05,P2,2026-01-03,New,1100
PAY011355,M01300,B02,P3,2026-01-04,Renewal,4000
PAY000905,M00905,B01,P1,2026-01-04,New,1500
PAY011289,M00702,B01,P3,2026-01-04,Renewal,4000
PAY011237,M00753,B01,P3,2026-01-04,Renewal,4000
PAY011293,M01558,B02,P3,2026-01-04,Renewal,4000
PAY003828,M03828,B04,P4,2026-01-04,New,7500
PAY011231,M02638,B03,P4,01/04/2026,Renewal,7500
PAY004771,M04771,B05,P3,2026-01-04,New,4000
PAY011217,M02645,B03,P3,01/04/2026,Renewal,4000
PAY003853,M03853,B04,P5,2026-01-04,New,13500
PAY011312,M01335,B02,P2,2026-01-04,Renewal,1100
PAY011330,M01652,B02,P1,2026-01-04,Renewal,1500
PAY011336,M00344,B01,P3,2026-01-04,Renewal,4000
PAY011249,M02861,B03,P1,01/04/2026,Renewal,1500
PAY011339,M02013,B02,P2,2026-01-04,Renewal,1100
PAY002239,M02239,B02,P3,2026-01-04,New,4000
PAY011372,M01849,B02,P2,2026-01-04,Renewal,1100
PAY002988,M02988,B03,P4,01/04/2026,New,7500
PAY011382,M01496,B02,P2,2026-01-04,Renewal,1100
PAY011257,M01927,B02,P1,2026-01-05,Renewal,1500
PAY011262,M04669,B05,P3,2026-01-05,Renewal,4000
PAY011270,M01746,B02,P1,2026-01-05,Renewal,1500
PAY000897,M00897,B01,P3,2026-01-05,New,4000
PAY011404,M04389,B05,P2,2026-01-05,Renewal,1100
PAY011383,M01717,B02,P5,2026-01-05,Renewal,13500
PAY002179,M02179,B02,P5,2026-01-05,New,13500
PAY011304,M00365,B01,P4,2026-01-05,Renewal,7500
PAY011371,M01848,B02,P3,2026-01-05,Renewal,4000
PAY011305,M00458,B01,P2,2026-01-05,Renewal,1100
PAY000866,M00866,B01,P3,2026-01-05,New,4000
PAY000856,M00856,B01,P3,2026-01-05,New,4000
PAY011303,M00334,B01,P3,2026-01-05,Renewal,4000
PAY011311,M01216,B02,P3,2026-01-05,Renewal,4000
PAY011298,M02877,B03,P1,01/05/2026,Renewal,1500
PAY011241,M01936,B02,P3,2026-01-05,Renewal,4000
PAY011232,M02791,B03,P4,01/05/2026,Renewal,7500
PAY002241,M02241,B02,P2,2026-01-05,New,1100
PAY002228,M02228,B02,P2,2026-01-05,New,1100
PAY011216,M02509,B03,P5,01/05/2026,Renewal,13500
PAY002211,M02211,B02,P3,2026-01-05,New,4000
PAY003841,M03841,B04,P1,2026-01-05,New,1500
PAY011409,M04651,B05,P2,2026-01-06,Renewal,1100
PAY011392,M00182,B01,P1,2026-01-06,Renewal,1500
PAY011279,M01206,B02,P5,2026-01-06,Renewal,13500
PAY011349,M03529,B04,P4,2026-01-06,Renewal,7500
PAY011283,M02118,B02,P2,2026-01-06,Renewal,1100
PAY011373,M02790,B03,P4,01/06/2026,Renewal,7500
PAY011288,M00498,B01,P1,2026-01-06,Renewal,1500
PAY011309,M00689,B01,P4,2026-01-06,Renewal,7500
PAY002212,M02212,B02,P1,2026-01-06,New,1500
PAY000890,M00890,B01,P1,2026-01-06,New,1500
PAY011363,M04730,B05,P2,2026-01-06,Renewal,1100
PAY011317,M02089,B02,P3,2026-01-06,Renewal,4000
PAY002995,M02995,B03,P4,01/06/2026,New,7500
PAY002245,M02245,B02,P2,2026-01-06,New,1100
PAY011342,M00416,B01,P3,2026-01-07,Renewal,4000
PAY011248,M02126,B02,P2,2026-01-07,Renewal,1100
PAY011341,M04408,B05,P4,2026-01-07,Renewal,7500
PAY011384,M01976,B02,P1,2026-01-07,Renewal,1500
PAY011417,M02117,B02,P1,2026-01-07,Renewal,1500
PAY011422,M02948,B03,,01/07/2026,Renewal,1500
PAY002184,M02184,B02,P1,2026-01-07,New,1500
PAY000858,M00858,B01,P3,2026-01-07,New,4000
PAY002989,M02989,B03,P4,01/07/2026,New,7500
PAY002180,M02180,B02,P3,2026-01-07,New,4000
PAY011260,M02846,B03,P2,01/07/2026,Renewal,1100
PAY011243,M02055,B02,P1,2026-01-07,Renewal,1500
PAY011282,M02099,B02,P2,2026-01-07,Renewal,1100
PAY011285,M03707,B04,P4,2026-01-07,Renewal,7500
PAY004769,M04769,B05,P4,2026-01-07,New,7500
PAY003829,M03829,B04,P3,2026-01-07,New,4000
PAY011269,M00813,B01,P1,2026-01-07,Renewal,1500
PAY002185,M02185,B02,P2,2026-01-08,New,1100
PAY011437,M04552,B05,P1,2026-01-08,Renewal,1500
PAY011280,M01391,B02,P2,2026-01-08,Renewal,1100
PAY002197,M02197,B02,P2,2026-01-08,New,1100
PAY002991,M02991,B03,P5,01/08/2026,New,13500
PAY011367,M00759,B01,P1,2026-01-08,Renewal,1500
PAY011296,M01973,B02,P1,2026-01-08,Renewal,1500
PAY011348,M02087,B02,P3,2026-01-08,Renewal,4000
PAY011362,M02920,B03,P1,01/08/2026,Renewal,1500
PAY000891,M00891,B01,P4,2026-01-08,New,7500
PAY011356,M01416,B02,P4,2026-01-08,Renewal,7500
PAY003825,M03825,B04,P3,2026-01-08,New,4000
PAY011352,M00203,B01,P1,2026-01-08,Renewal,1500
PAY004777,M04777,B05,P3,2026-01-08,New,4000
PAY003852,M03852,B04,P4,2026-01-08,New,7500
PAY011316,M02067,B02,P1,2026-01-08,Renewal,1500
PAY011326,M00705,B01,P1,2026-01-08,Renewal,1500
PAY003854,M03854,B04,P3,2026-01-08,New,4000
PAY003842,M03842,B04,P2,2026-01-08,New,1100
PAY000886,M00886,B01,P5,2026-01-08,New,13500
PAY011439,M00212,B01,P5,2026-01-09,Renewal,13500
PAY011441,M01163,B02,P1,2026-01-09,Renewal,1500
PAY011445,M01629,B02,P2,2026-01-09,Renewal,1100
PAY011435,M03499,B04,P4,2026-01-09,Renewal,7500
PAY011329,M01554,B02,P3,2026-01-09,Renewal,4000
PAY011272,M02500,B03,P3,01/09/2026,Renewal,4000
PAY000868,M00868,B01,P2,2026-01-09,New,1100
PAY011366,M00732,B01,P1,2026-01-09,Renewal,1500
PAY011297,M01983,B02,P3,2026-01-09,Renewal,4000
PAY000861,M00861,B01,P3,2026-01-09,New,4000
PAY011353,M00560,B01,P1,2026-01-09,Renewal,1500
PAY011347,M01971,B02,P4,2026-01-09,Renewal,7500
PAY000903,M00903,B01,P1,2026-01-09,New,1500
PAY011414,M01690,B02,P1,2026-01-09,Renewal,1500
PAY011291,M00788,B01,P3,2026-01-09,Renewal,4000
PAY011308,M00606,B01,P1,2026-01-09,Renewal,1500
PAY004780,M04780,B05,P5,2026-01-09,New,13500
PAY004783,M04783,B05,P3,2026-01-09,New,4000
PAY002238,M02238,B02,P3,2026-01-09,New,4000
PAY002207,M02207,B02,P1,2026-01-09,New,1500
PAY002984,M02984,B03,P1,01/09/2026,New,1500
PAY004790,M04790,B05,P1,2026-01-09,New,1500
PAY004804,M04804,B05,P3,2026-01-10,New,4000
PAY002999,M02999,B03,P1,01/10/2026,New,1500
PAY002200,M02200,B02,P1,2026-01-10,New,1500
PAY002202,M02202,B02,P3,2026-01-10,New,4000
PAY011408,M03805,B04,P2,2026-01-10,Renewal,1100
PAY011340,M02849,B03,P1,01/10/2026,Renewal,1500
PAY003823,M03823,B04,P1,2026-01-10,New,1500
PAY011375,M03708,B04,P1,2026-01-10,Renewal,1500
PAY004793,M04793,B05,P3,2026-01-10,New,4000
PAY011393,M01224,B02,P1,2026-01-10,Renewal,1500
PAY000883,M00883,B01,P2,2026-01-10,New,1100
PAY011287,M00338,B01,P1,2026-01-10,Renewal,1500
PAY011286,M03373,B04,P5,2026-01-10,Renewal,13500
PAY011402,M04145,B05,P3,2026-01-10,Renewal,4000
PAY011434,M02885,B03,P4,01/10/2026,Renewal,7500
PAY000874,M00874,B01,P4,2026-01-10,New,7500
PAY011438,M04597,B05,P4,2026-01-10,Renewal,7500
PAY000906,M00906,B01,P1,2026-01-10,New,1500
PAY011350,M03604,B04,P3,2026-01-10,Renewal,4000
PAY011332,M02748,B03,P5,01/11/2026,Renewal,13500
PAY011334,M04679,B05,P1,2026-01-11,Renewal,1500
PAY011345,M00845,B01,P1,2026-01-11,Renewal,1500
PAY011440,M00475,B01,P4,2026-01-11,Renewal,7500
PAY011461,M01406,B02,P2,2026-01-11,Renewal,1100
PAY011443,M01285,B02,P3,2026-01-11,Renewal,4000
PAY011360,M01919,B02,P2,2026-01-11,Renewal,1100
PAY002176,M02176,B02,P2,2026-01-11,New,1100
PAY011403,M04298,B05,P1,2026-01-11,Renewal,1500
PAY011406,M02128,B02,P1,2026-01-11,Renewal,1500
PAY011370,M01687,B02,P5,2026-01-11,Renewal,13500
PAY011374,M02939,B03,P3,01/11/2026,Renewal,4000
PAY011358,M01636,B02,P1,2026-01-11,Renewal,1500
PAY011376,M03778,B04,P1,2026-01-11,Renewal,1500
PAY011405,M01997,B02,P2,2026-01-11,Renewal,1100
PAY011389,M04324,B05,P1,2026-01-12,Renewal,1500
PAY011388,M04161,B05,P1,2026-01-12,Renewal,1500
PAY000875,M00875,B01,P1,2026-01-12,New,1500
PAY011379,M04249,B05,P3,2026-01-12,Renewal,4000
PAY011412,M00805,B01,P1,2026-01-12,Renewal,1500
PAY011299,M02952,B03,P1,01/12/2026,Renewal,1500
PAY011407,M02653,B03,P4,01/12/2026,Renewal,7500
PAY011335,M00024,B01,P5,2026-01-12,Renewal,13500
PAY000892,M00892,B01,P3,2026-01-12,New,4000
PAY011361,M02174,B02,P2,2026-01-12,Renewal,1100
PAY011429,M00587,B01,P2,2026-01-12,Renewal,1100
PAY011294,M01777,B02,P3,2026-01-12,Renewal,4000
PAY011318,M02588,B03,P3,01/12/2026,Renewal,4000
PAY011310,M00754,B01,P1,2026-01-12,Renewal,1500
PAY011477,M02576,B03,P3,01/12/2026,Renewal,4000
PAY002190,M02190,B02,P1,2026-01-12,New,1500
PAY011447,M02120,B02,P1,2026-01-12,Renewal,1500
PAY003831,M03831,B04,P2,2026-01-12,New,1100
PAY011476,M02164,B02,P2,2026-01-12,Renewal,1100
PAY011493,M01368,B02,P1,2026-01-12,Renewal,1500
PAY002994,M02994,B03,P4,01/12/2026,New,7500
PAY004775,M04775,B05,P1,2026-01-13,New,1500
PAY011496,M02021,B02,P2,2026-01-13,Renewal,1100
PAY011381,M00816,B01,P1,2026-01-13,Renewal,1500
PAY004778,M04778,B05,P1,2026-01-13,New,1500
PAY000888,M00888,B01,P1,2026-01-13,New,1500
PAY011485,M00499,B01,P4,2026-01-13,Renewal,7500
PAY011483,M04707,B05,P3,2026-01-13,Renewal,4000
PAY011390,M04642,B05,P3,2026-01-13,Renewal,4000
PAY011516,M03618,B04,P3,2026-01-13,Renewal,4000
PAY002191,M02191,B02,P1,2026-01-13,New,1500
PAY003838,M03838,B04,P3,2026-01-13,New,4000
PAY011432,M01816,B02,P3,2026-01-13,Renewal,4000
PAY011319,M03644,B04,P2,2026-01-13,Renewal,1100
PAY011324,M04291,B05,P4,2026-01-13,Renewal,7500
PAY002981,M02981,B03,P5,01/13/2026,New,13500
PAY003858,M03858,B04,P2,2026-01-13,New,1100
PAY011322,M03994,B05,P2,2026-01-13,Renewal,1100
PAY011396,M02703,B03,P5,01/14/2026,Renewal,13500
PAY004782,M04782,B05,P5,2026-01-14,New,13500
PAY011514,M02941,B03,P1,01/14/2026,Renewal,1500
PAY011386,M03260,B04,P5,2026-01-14,Renewal,13500
PAY002231,M02231,B02,P2,2026-01-14,New,1100
PAY011505,M01618,B02,P3,2026-01-14,Renewal,4000
PAY011377,M04213,B05,P4,2026-01-14,Renewal,7500
PAY011433,M02143,B02,P1,2026-01-14,Renewal,1500
PAY011492,M00848,B01,P1,2026-01-14,Renewal,1500
PAY002242,M02242,B02,P1,2026-01-14,New,1500
PAY011364,M00279,B01,P4,2026-01-14,Renewal,7500
PAY011508,M01943,B02,P4,2026-01-14,Renewal,7500
PAY002220,M02220,B02,P4,2026-01-14,New,7500
PAY011387,M03722,B04,P4,2026-01-14,Renewal,7500
PAY003821,M03821,B04,P1,2026-01-14,New,1500
PAY011491,M00434,B01,P2,2026-01-14,Renewal,1100
PAY011394,M01482,B02,P3,2026-01-14,Renewal,4000
PAY011327,M00706,B01,P1,2026-01-14,Renewal,1500
PAY011346,M01176,B02,P1,2026-01-14,Renewal,1500
PAY011470,M04542,B05,P3,2026-01-14,Renewal,4000
PAY011427,M00473,B01,P5,2026-01-14,Renewal,13500
PAY011354,M01259,B02,P2,2026-01-14,Renewal,1100
PAY011344,M00634,B01,P1,2026-01-14,Renewal,1500
PAY011430,M00820,B01,P5,2026-01-14,Renewal,13500
PAY011357,M01575,B02,P2,2026-01-14,Renewal,1100
PAY011337,M01884,B02,P3,2026-01-14,Renewal,4000
PAY011451,M02874,B03,P4,01/14/2026,Renewal,7500
PAY011419,M02124,B02,P1,2026-01-14,Renewal,1500
PAY011452,M03536,B04,P4,2026-01-14,Renewal,7500
PAY011391,M00076,B01,P1,2026-01-15,Renewal,1500
PAY000860,M00860,B01,P1,2026-01-15,New,1500
PAY011380,M00653,B01,P3,2026-01-15,Renewal,4000
PAY003840,M03840,B04,P4,2026-01-15,New,7500
PAY011500,M03714,B04,P4,2026-01-15,Renewal,7500
PAY002215,M02215,B02,P1,2026-01-15,New,1500
PAY011528,M02097,B02,P2,2026-01-15,Renewal,1100
PAY002210,M02210,B02,P4,2026-01-15,New,7500
PAY011495,M02009,B02,P2,2026-01-15,Renewal,1100
PAY002178,M02178,B02,P3,2026-01-15,New,4000
PAY011548,M04244,B05,P5,2026-01-15,Renewal,13500
PAY004795,M04795,B05,P5,2026-01-15,New,13500
PAY011499,M03147,B04,P3,2026-01-15,Renewal,4000
PAY011426,M00345,B01,P5,2026-01-15,Renewal,13500
PAY011431,M00833,B01,P1,2026-01-16,Renewal,1500
PAY011424,M04758,B05,P1,2026-01-16,Renewal,1500
PAY011448,M02154,B02,P1,2026-01-16,Renewal,1500
PAY011465,M02740,B03,P5,01/16/2026,Renewal,13500
PAY011398,M02883,B03,P3,01/16/2026,Renewal,4000
PAY011502,M00380,B01,P5,2026-01-16,Renewal,13500
PAY011494,M01993,B02,P3,2026-01-16,Renewal,4000
PAY011401,M03720,B04,P4,2026-01-16,Renewal,7500
PAY002199,M02199,B02,P2,2026-01-16,New,1100
PAY011418,M02122,B02,P1,2026-01-16,Renewal,1500
PAY011395,M02571,B03,P4,01/16/2026,Renewal,7500
PAY002237,M02237,B02,P1,2026-01-16,New,1500
PAY011542,M03311,B04,P1,2026-01-16,Renewal,1500
PAY000876,M00876,B01,P4,2026-01-16,New,7500
PAY000908,M00908,B01,P1,2026-01-16,New,1500
PAY011526,M01966,B02,P3,2026-01-16,Renewal,4000
PAY000895,M00895,B01,P2,2026-01-16,New,1100
PAY011506,M01822,B02,P1,2026-01-17,Renewal,1500
PAY003000,M03000,B03,P3,01/17/2026,New,4000
PAY002982,M02982,B03,P2,01/17/2026,New,1100
